Cliente;Login;Endereco;Numero;Bairro;Cidade;Estado
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_PETROLANDIA;Av. Auspício Valgueiro Barros; Qda 13 S/Nº Centro 56460000;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_LAGOAGRANDE;Quadra AB - 28 - AC Loteamento Morada Nova 28 Morada Nova 56395000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_VISEU;Av. Justo Chermont S/Nº Bairro Alto 68620000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_MARABA_AVENIDAVP08;Avenida VP 08; Qd 19; Lote Especial; folha 32 S/Nº Nova Marabá 68508180;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_MARABA_ESTRADA_AGROPOLIS;Estrada Agropolis do Amapá Incra S/Nº Cidade Nova 68501545;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_BELEM_RUACELJUVENCIO;Rua Cel. Juvêncio Sarmento 1426 Icoaracy 66812490;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_ALTAMIRA;Avenida Brigadeiro Eduardo Gomes 2614 Esplanada do Xingu 68372005;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_OURILANDIA_DO_NORTE;R. Kaiapo; 88-188; Ourilândia do Norte;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pará;INSS_GARRAFAO_DO_NORTE;Rua Sérgio Mota; 84 - Setor 2 S/Nº Pedrinhas 68665000;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_TUNTUM;Rua Seabra de Carvalho S/Nº Centro 65763000 - Tuntum;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_CARUTAPERA;Travessa Urbano Santos S/Nº Centro 65295000 - Carutapera;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BOMJARDIM;Rua São Benedito S/Nº Centro 65380000 - Bom Jardim;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAODOMINGOSDOMARANHAO;Rua Pereira Junior s/nº Centro 65790000 - São Domingos do Maranhão;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BURITIBRAVO;Rua Leonardo Leocardio S/Nº Centro 65685000 - Buriti Bravo;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_VIANA;Av. Jorge Abraão Duailibe 368 Centro 65215000 - Viana;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SANTALUZIA;Av. Roseana Sarney S/Nº Três Poderes 65555000 - Santa Luzia;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_URBANOSANTOS;Avenida Zeca Costa S/Nº Centro 64530000 - Urbano Santos;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOMATEUSDOMARANHAO;Avenida Rodoviária S/Nº Centro 65470000 - São Mateus do Maranhão;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_PEDREIRAS;Rua Crescêncio Raposo 739 Centro 65725000 - Pedreiras;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOBENTO-MA;Rua Coronel Luiz Reis S/Nº Centro 65235000 - São Bento;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_PENALVA;Rua Angelica S/Nº Centro 65213000 - Penalva;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_MATOES;Avenida Duque de Caxias S/Nº Matões 65645000 - Matões;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SANTAQUITERIADOMARANHAO;Rua José Bonifácio S/Nº Centro 65540000 - Santa Quitéria do Maranhão;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_GOVERNADORNUNESFREIRE;Praça do Trabalhador c/ Rua da Colone S/Nº Centro 65284000 - Governador Nunes Freire;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Amazonas;INSS_MANAUS;Avenida 7 de Setembro 280 Centro 69005141 - Manaus;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Amazonas;INSS_PRESIDENTE_FIGUEIREDO;Rodovia BR 174; Km 107 S/Nº Centro 69735000 - Presidente Figueiredo;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Amazonas;INSS_IRANDUBA;Avenida Solimões S/Nº Centro 69415000 - Iranduba;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Acre;INSS_SENA_MADUREIRA;Rua Virgulino alencar 542 Travessa Aeroporto 69940000 - Sena Madureira;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Acre;INSS_TARAUACA;Rua Doutor Sansão Gomes 91 Centro 69970000 - Tarauacá;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Acre;INSS_FEIJO;Av. Plácido de Castro St 02 Qd 2 0 Centro 69960000 - Feijó;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Acre;INSS_CRUZEIRODOSUL;Avenida Rodrigues Alves 286 Centro 69980000 - Cruzeiro do Sul;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Acre;CANCELADO_EPLO_CLIENTE_INSS_BRASILEIA;Rua Odilon Pratagy 70 Centro 69932000 - Brasiléia;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_PROPRIA;Rua Engº Arquibaldo Silveira 115 Centro 49900000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_SAOCRISTOVAO;Rua Pereira Lobo 57 Centro 49100000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_NOSSASENHORADAGLORIA;Rua dos Voluntários S/Nº Nova Tijuca 49680000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_LAGARTO;Praça Rui Mendes 21 Centro - 49400000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_ARACAJU;Av. Augusto Franco; n° 2848 Ponto Novo 49.097-670;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_TOBIASBARRETO;Rua Jose Felipe S/Nº CENTRO 49300000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Sergipe;INSS_ESTANCIA;Rua Cap Salomão 228 Centro - 49200000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_BONITODESANTAFE;Rua Áurea D'Almeida 285 CENTRO 58960000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_SANTARITA;Rua Gov Flávio R Coutinho S/Nº CENTRO 58300220;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_ITABAIANA;Rua Antônio Santiago 100 CENTRO 58360000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_TEIXEIRA;Rua Teodoro Nunes da Costa S/Nº BAIRRO DOS BANCÁRIOS 58735000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_SAPE;Praça Doutor João Úrsulo 124 CENTRO 58340000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_PRINCESAISABEL;Rua Antônio Pessoa 236 CENTRO 58755000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_MARI;Rua Costa e Silva S/Nº CENTRO 58345000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_ITAPORANGA;Rua Irineu Rodrigues da Silva 116 CENTRO 58780000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_ALAGOAGRANDE;Rua Presidente João Pessoa S/Nº CENTRO 58388000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_PATOS;Rua Jarbas Moura 26 BELO HORIZONTE 58704430;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_BAYEUX;Avenida Liberdade 4230 CENTRO 58306001;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_SAOBENTO;Rua Andreazza de Oliveira Silva S/Nº Centro 58865000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Paraíba;INSS_CATOLEDOROCHA;Rua Francisco Maia S/Nº Centro 58884000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BELEMDO_SAOFRANCISCO;Av. Presidente Getúlio Vargas S/Nº CENTRO 56440000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_AGUASBELAS;Rua Pedro da Silva S/Nº CAMUNATY 55340000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CAETES;Perímetro Urbano, Rua Melquiades Borrego S/Nº CENTRO 55360000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CAMARAGIBE;Rua Belmiro Correia 2850 TIMBI 54768000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_TABIRA;Rua Alfa Albuquerque Melo Cordeiro S/Nº CENTRO 56780000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CARUARU_RODOVIA_BR104;Rodovia BR-104; Km 64 - Polo Comercial s/nº Nova Caruaru 55014215;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CARUARU_AVENIDARUIBARBOSA;Avenida Rui Barbosa 250; Divinópoles 55012080;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_NAZAREDAMATA;Avenida Tiradentes S/Nº JUÁ 55800000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_MORENO;Rua Ormezinda Vasconcelos 99 CENTRO 54800000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_IBIMIRIM;Rua Castelo Branco 2 ANGELO GOMES - CENTRO 56580000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_TRINDADE;Rua Prudente de Morais S/Nº CENTRO 56250000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_TAQUARITINGADONORTE;Rua Bezerra de Andrade 26 CENTRO 55790000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BUIQUE;Travessa Cel. Antônio Cavalcanti S/Nº CENTRO 56520000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_EXU;Rua Joaquim Ulisses S/Nº CENTRO 56230000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CUPIRA;Avenida Miguel Pereira Neto; S/Nº CENTRO 55460000;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SANTACRUZDOCAPIBARIBE;Avenida Bela Vista S/Nº CRUZ ALTA 55195208;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_PETROLINA_AVENIDASETEDESETEMBRO;Avenida Sete de setembro 670 CAMINHO DO SOL 56306610;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_PETROLINA_PRACASANTOSDUMONT;Praça Santos Dumont - setor hospitalar I S/Nº SETOR HOSPITALAR I 56304210;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SERRATALHADA;Rua Irnero Inácio 200 CENTRO 56903450;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SALGUEIRO;Rua Maria Nogueira Sampaio 60 CENTRO 56000000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_PESQUEIRA;Rua 13 de Maio 33 CENTRO 55200000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_OURICURI;Rua Engº Baltazar C de Farias S/Nº CENTRO 56200000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CUSTODIA;Rua Getúlio Vargas 1000 REDENÇÃO 56640000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CABODESANTOAGOSTINHO;Rua das Florentinas 88 CENTRO 54505400;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_ARCOVERDE;Rua Arlindo P de Albuquerque 166 SÃO MIGUEL 56505480;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_ARARIPINA;Avenida Perimetral Gov Jose Muniz; Alto da Boa Vista S/Nº CENTRO 56280000;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_LIMOEIRO;Avenida Severino Pinheiro 256 CENTRO 55700000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BEZERROS;Travessa Prof Amaral S/Nº SÃO SEBASTIÃO 55660000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BODOCO;Avenida Floriano peixoto S/Nº CENTRO 56220000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_SAOJOSEDOBELMONTE;Rua Elvira Pereira Barros S/Nº CENTRO 56950000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_FLORESTA;Rua José Quirino de Sá 1 CENTRO 56400000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_CABROBO;Av. Vereador Mozenir Araújo de Sá S/Nº CENTRO 56180000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_PALMARES;Rua Cel Pedro Paranhos S/Nº CENTRO 55540000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;CANCELADO_PELO_CLIENTE_INSS_RUAENGENHEIROCARLOS;Rua Engenheiro Carlos Pinheiro - ed. Moisés Mendes - esq. com Rua do Coliseu 33 CENTRO 56304070;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Pernambuco;INSS_BARREIROS;Rua Alceu Telles 63 Granjas 55560000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;CANCELADO_PELO_CLIENTE_INSS_Natal_AV.NASCIMENTO;Av. Nascimento de Castro 1792 Lagoa Nova 59030300;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_NATAL_RUAAPODI;Rua Apodi 2150 Tirol 59020130;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_MOSSORO_RUAAUTADESOUZA;Rua Auta de Souza 11 Centro 59610230;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_MOSSORO_RUAJOAOALMINO;Rua João Almino de Souza S/Nº Aeroporto 59607203;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_AREIABRANCA;Rua Mal Deodoro 3 Centro 59655000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_ANGICOS;Rua Vicente Barbosa 1 Alto Esperença 59515000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_ACU;Avenida Sen João Camara 314 Centro 59650000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_CARAUBAS;Rua Jucilene Alves Rocha S/Nº Aeroporto 59780000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_APODI;Rua Deputado Dalton Cunha 120 Rodoviária 59700000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_SANTACRUZ;Rua José Carlos Santana 56 - Três a um 59200000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_CURRAISNOVOS;Rua Teotônio Freire 115 - centro 59380000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_PARNAMIRIM;Rua Doutor Carlos Matheus 1484 Centro 59140250;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_MACAIBA;Rua Projetada S/Nº Centro 59280000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_SAOGONCALODOAMARANTE;Avenida Vereador Aildo Mendes - Lot. Samburá Qd 22 Centro 59290000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_NATAL_AvenidaDrJoaoMedeirosFilho;Av. Dr. João Medeiros Filho; 896 - Potengi; Natal - RN; 59108-550;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_NATAL_AVENIDACELE.STEVAM;Avenida Cel Estevam 3529 Nossa Senhora de Nazaré 59062200;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_SAOMIGUEL;Rua João Paulo de Souza 15 Vila Tota Barbosa 59920000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_SAOJOSEDEMIPIBU;Travessa Pref. Inácio Henrique 27 Centro 59162000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_MARTINS;Rua Presidente Médice S/Nº CENTRO 59800000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_PAUDOSFERROS;Avenida Getúlio Vargas 1502 São Benedito 59900000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS Rio Grande do Norte;INSS_PATU;Rua Maria Lira S/Nº- Ivanildo Dantas Caldas Filho 59770000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INNS_CORRENTE_1;Av. Manoel Lourenço Cavalcante S/Nº Centro 64980000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_PARNAIBA;Rua Humberto de Campos 512 Centro 64200380;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_PIRACURUCA;Rua Desembargador Pinheiro Machado S/Nº Baixa da Ema 64240000 - Piracuruca;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_SAORAIMUNDONONATO;Praça Francisco Freiria 1477 Aldeia 64770000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_PICOS;Rua Cel Francisco Santos 242 Centro 64600098;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_PEDROII;Rua Epifânio Jetirana 216 Santa Fé 64255000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_OEIRAS;Rua Andre Holanda esq/ José Tapety 368 Centro 64500000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_FLORIANO;Avenida João Luis Ferreira 75 Centro 64800000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_CANTODOBURITI;Rua João Santos S/Nº Centro 64890000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_AGUABRANCA;Rua Vereador Abel Pereira S/Nº Centro 64460000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_SAOJOAODOPIAUI;Rua Francisco Damasceno 306 Centro 64760000 - São João do Piauí;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_ESPERANTINA;Rua Landri Sales esq. c/ Cel. Silvestre Lopes S/Nº Centro 64180000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_PIRIPIRI;Rua Antônio de Araújo Freitas 531 Centro 64260000 - Piripiri;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_CAMPOMAIOR;Praça Aarão Santana 203 Centro 64280000 - Campo Maior;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_ALTOS;Rua Domingos Félix Montes ao lado da UESPI S/Nº Centro 64290000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Piauí;INSS_LUISCORREIA;Rua Laurentino Araujo S/Nº Centro 64220000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_JARDIM_04MEGAS_IP29;Rua Dr. Silva Thé 362; João Pereira de Sousa 633290-000 - Jardim CE;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_JARDIM_20MEGAS_IP/30;Rua Dr. Silva Thé 362; João Pereira de Sousa 633290-000 - Jardim CE;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_PACODOLUMIAR;Avenida Treze S/Nº Maiobão 65130000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BACABAL;Avenida Carlos Sardinha 126 Centro 65700000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SANTAINES;Rua do Aeroporto S/Nº Centro 65302010 Santa Inês;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_IMPERATRIZ;Avenida Simplicio Moreira 1026 Centro 65901490;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_PRESIDENTEDUTRA;Travessa Frei Dionísio - Prédio do INSS s/nº Vila Militar 65.760-000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_COELHONETO;Rua Valter Brito 31 Centro 65620000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOLUIS_AVENIDADOSHOLANDESES;Avenida dos Holandeses 32 Calhau 65071380;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOLUIS_RUA15Q14;Rua 15 Q 14 S/Nº Cohab Anil 65053000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOLUIS_AVDANIELDELATOUCHE;Av. Daniel de La Touche 4000 Cohama 65074115;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOLUIS_RUASEN.JOAOPEDRO;Rua Sen João Pedro 92 Canto da Fabril 65025790;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BARREIRINHAS;Travessa da Avenida da Rodoviária S/Nº Boa Fé 65590000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_AMARANTEDOMARANHAO;Rua Nicolau Dino - Centro S/Nº Centro 65923000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_ARAME;Rua Rio Branco S/Nº Centro;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_GRAJAU;Avenida Hilton Nunes S/Nº Centro;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_ACAILANDIA;Rua Nilo de Souza; Quadra 50; Lote 19 0 Vila Bom Jardim 65930000;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_CODO;Rua Tiradentes 1291 São Francisco 65400000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_TIMON;Rua Tenente Antônio Correia S/Nº Parque Piaui 65636487;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_SAOJOSEDERIBAMAR;Rua João Alves Carneiro S/Nº Oiteiro 65110000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_TUTOIA;Rua Sabino Conceição S/Nº Centro 65380000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_PORTOFRANCO;Av. Valentim da Silva Aguiar S/Nº Centro 65970000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_ESTREITO;Rua Presidente José Sarney S/Nº Planalto 1 65975000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BARRADOCORDA;Av. Isaac Martins 1250 Centro 65950000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_CAROLINA;Rua dos Operários S/Nº Centro;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Maranhão;INSS_BALSAS;Rua Paulo Ramos 216 Centro 65800000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_AQUIRAZ;Rua João Lima S/Nº Centro Administrativo 61700000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_CASCAVEL;Rua Cel Leite S/Nº Centro 62850000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_PACAJUS;Rua Guarany 806 Centro 62870000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_PARAIPABA;Rua Pedro Rodrigues c/ a Rua III do Loteamento da Cidade de Paraipaba S/Nº Centro 62685000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_JUAZEIRODONORTE_RUASAOPAULO;Rua São Paulo 1883 Santa Tereza 63050262;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_MISSAOVELHA;Av. Coronel José Dantas S/Nº Centro 63200000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_MILAGRES;Rua Pedro Leite Cunha S/Nº Centro 63250000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_MAURITI;Av. Maria Eremita Granjeiro Sampaio 312 Centro;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_JUAZEIRODONORTE_RUA.STALUZIA;Rua Sta Luzia 287 Centro 63010227;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_CARIRIACU;Rua Joaquim Santana S/Nº Centro 63220000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_BREJOSANTO;Rua Coronel Nicodemos 61 Centro 63260000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_BARRO;Avenida Deputado Januario Feitosa 333 Centro;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_BARBALHA;Rua Projetada T S/Nº Centro 63180000;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_ARARIPE;Av. Vicente Alencar Barbosa S/Nº Sipauba;;;;
TELECOMUNICACOES BRASILEIRAS SA TELEBRAS - Ceará;INSS_CAUCAIA;Rua Presidente Getúlio Vargas 620 Centro 61601310;;;;
